WALIS AAR ID,Is this datapoint public?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Laboratory name,Sample Type,Taxonomy,Sample position,Whole-Rock?,Grain Size (μm),Carbonate (%),Fraction (μm),Notes and comments on sample quality,Collection Context,Depth of burial (m),Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation,Reported age (ka),Reported age uncertainty (±2σ) (ka),Current Annual Mean Temperature (°C),Preparation procedure,Method of chromatography,Stationary phase of the column,Number of replicates (samples),Number of sample replicates (injections),Ratio type,Pyrolysis experiment available,Level of uncertainty,Aspartic,Aspartic uncertainty,Glutamic,Glutamic uncertainty,Serine,Serine uncertainty,Alanine,Alanine uncertainty,Valine,Valine uncertainty,*A/I,*A/I uncertainty,Leucine,Leucine uncertainty,Notes/Comments,Independent age constraints available?,Calibration data available?,Are free AAR ratios available?,Level of uncertainty free AAR,Aspartic (free AAR),Aspartic uncertainty (free AAR),Glutamic (free AAR),Glutamic uncertainty (free AAR),Serine (free AAR),Serine uncertainty (free AAR),Alanine (free AAR),Alanine uncertainty (free AAR),Valine (free AAR),Valine uncertainty (free AAR),*A/I (free AAR),*A/I uncertainty (free AAR),Leucine (free AAR),Leucine uncertainty (free AAR),Notes/Comments free AAR,Calibration method,Amino Acid age equation,Calibration laboratory,Calibration laboratory ID,Calibration reference,Calibration D/L value,Calibration D/L value uncertainty (±1σ),Calibration age (ka),Calibration age (ka) uncertainty (±1σ),Independent age choice,Independent age method,Independent age laboratory,Independent age laboratory ID,Independent age result,Independent age reference,U-Series age constraint,ESR age constraint,Luminescence age constraint,Stratigraphic age constraint,Record created by,Record updated by,Last Update
58,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-003,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.403,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:00:32
59,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-004,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.397,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:01:20
60,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-005,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.312,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:02:11
61,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-006,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.315,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:03:00
62,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-007,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.433,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:03:41
63,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-008,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.480,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:16:55
64,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-009,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.398,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:17:36
65,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-010,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.347,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:18:21
66,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-011,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.398,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:19:02
67,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-012,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.364,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:19:50
68,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-013,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.414,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:21:01
69,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-014,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.358,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:21:58
70,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-015,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.308,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:22:56
71,1,"Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gowan et al., 2021",,AG95-002,AG95-002-016,ABER-1293,,Aberystwyth,mollusc shell,Mactra sp.,,No,,,,only well perserved shells were selected,Shells taken from a highly cemented coquina,unknown,Yes,,,,-35.927000,-57.720000,Yes,Mean Sea Level / General definition,Not reported,3.5,0.5,3.5,0.9,"Elevation uncertainty includes 20% of the reported elevation, since elevation measurement technique is not stated. Another elevation reported in the paper from a previous paper is 2-3 m, but we chose the more recent value.",Equal to,MIS 5,"Modelled age using parabolic kinetic modelling of D/L ratios, with calibration from Holocene samples.",123.00,,17.0,Procedure as per Miller et al (1987).,liquid chromatography,,,,,no,N/A,,,,,,,,,,,0.368,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2020-02-25 00:23:49
188,1,"Antonioli et al., 2006c
 Cerrone et al., 2021",,AN06-001,AN06-001-001,Cefalù 1,,,"marine shells















",Glycimeris,,No,,,,,,N/A,Yes,,,,38.035488,14.038746,Yes,Mean Sea Level / General definition,Metered tape or rod,6.9,0.5,N/A,N/A,,Equal to,MIS 5,MIS 5.1-5.3,,,,,N/A,,5,,,,1-sigma,,,,,,,,,,,0.310,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-08-06 07:15:26
189,1,"Antonioli et al., 2006c
 Cerrone et al., 2021",,AN06-002,AN06-002-001,Cefalù 2,,,"marine shells















",Glycimeris,,No,,,,,,N/A,Yes,,,,38.032446,14.000101,Yes,Mean Sea Level / General definition,Metered tape or rod,9.9,0.5,N/A,N/A,,Equal to,MIS 5,MIS 5.1-5.3,,,,,N/A,,4,,,,1-sigma,,,,,,,,,,,0.340,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-08-06 07:17:17
327,1,"Andrews et al., 1983",,AN83-001,AN83-001-001,n/a,1981-01-01 00:00:00,University of Colorado,In-situ marine mollusc shells,Hiatella arctica,single valves,No,,,,,In-situ shells found in marine sediments. The sediments are overlain by glacial till from the Wisconsin glaciation.,unknown,Yes,,,,51.138900,-82.116700,Yes,Mean Sea Level / General definition,Not reported,90,N/A,90,18,"Uncertainty is 20% of the reported elevation. Elevation taken from McNeely (2002), although the original description of the outcrop by Skinner states 75 m. A cursory check from Google Earth suggests 90 m is more likely for this location.",Equal to,MIS 5e,Age is derived using a linear kinetic model and a assumed temperature of +0.6C. This value was also checked against Holocene shells from the same region and produced an age that was similar to radiocarbon dated shells.,130.00,5.00,-0.5,Preparation standard of Miller and Andrews (1980) and Miller (1981). Treated with purified 6N HCL. Calibration against a standard alle/Ile ratio of 0.15 had a standard deviation of 0.01.,ion-exchange liquid-chromatography,,2,,,,N/A,,,,,,,,,,,0.220,0.100,,,"This is an average of two samples, one had a ratio of 0.21 and the other 0.23.",No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-01-26 16:17:16
157,1,"Antonioli et al., 1988
 Cerrone et al., 2021",,AN88-001,AN88-001-001,ATP4 1,,,Mollusc,Glycymeris,,No,,,,,,unknown,Yes,,,,41.302000,13.338000,Yes,Mean Sea Level / General definition,Not reported,-6,N/A,N/A,N/A,,Equal to,MIS 5e,"The record is associated with Aminozone E, which in the Mediterranean has been correlated to MIS 5e.",,,,,IEH HPLC,,3,,,,1-sigma,,,,,,,,,,,0.420,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,Alessio Rovere,2020-05-06 08:39:32
158,1,"Antonioli et al., 1988
 Cerrone et al., 2021",,AN88-002,AN88-002-001,ATP4 2,,,Mollusc,Cerastoderma,,No,,,,,,unknown,Yes,,,,41.302000,13.338000,Yes,Mean Sea Level / General definition,Not reported,-11.7,N/A,N/A,N/A,,Equal to,MIS 5e,"The record is associated with Aminozone E, which in the Mediterranean has been correlated to MIS 5e.",,,,,IEH HPLC,,,,,,1-sigma,,,,,,,,,,,0.420,,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,Alessio Rovere,2020-05-06 08:40:32
